row_index,GeneType,class_index
9252,PSEUDO,3
9253,ncRNA,4
9254,PSEUDO,3
9255,BIOLOGICAL_REGION,0
9256,PSEUDO,3
9257,ncRNA,4
9258,ncRNA,4
9259,BIOLOGICAL_REGION,0
9260,PSEUDO,3
9261,snoRNA,8
9262,BIOLOGICAL_REGION,0
9263,ncRNA,4
9264,PSEUDO,3
9265,tRNA,9
9266,PSEUDO,3
9267,BIOLOGICAL_REGION,0
9268,snoRNA,8
9269,PSEUDO,3
9270,BIOLOGICAL_REGION,0
9271,PSEUDO,3
9272,BIOLOGICAL_REGION,0
9273,BIOLOGICAL_REGION,0
9274,PSEUDO,3
9275,rRNA,5
9276,PSEUDO,3
9277,PSEUDO,3
9278,ncRNA,4
9279,ncRNA,4
9280,BIOLOGICAL_REGION,0
9281,PSEUDO,3
9282,BIOLOGICAL_REGION,0
9283,tRNA,9
9284,ncRNA,4
9285,PSEUDO,3
9286,BIOLOGICAL_REGION,0
9287,PSEUDO,3
9288,PSEUDO,3
9289,BIOLOGICAL_REGION,0
9290,PSEUDO,3
9291,BIOLOGICAL_REGION,0
9292,PSEUDO,3
9293,BIOLOGICAL_REGION,0
9294,PSEUDO,3
9295,PROTEIN_CODING,2
9296,PSEUDO,3
9297,PSEUDO,3
9298,OTHER,1
9299,PSEUDO,3
9300,BIOLOGICAL_REGION,0
9301,scRNA,6
9302,snRNA,7
9303,BIOLOGICAL_REGION,0
9304,PSEUDO,3
9305,ncRNA,4
9306,tRNA,9
9307,BIOLOGICAL_REGION,0
9308,BIOLOGICAL_REGION,0
9309,BIOLOGICAL_REGION,0
9310,BIOLOGICAL_REGION,0
9311,PSEUDO,3
9312,BIOLOGICAL_REGION,0
9313,PSEUDO,3
9314,BIOLOGICAL_REGION,0
9315,PSEUDO,3
9316,PSEUDO,3
9317,BIOLOGICAL_REGION,0
9318,ncRNA,4
9319,PSEUDO,3
9320,BIOLOGICAL_REGION,0
9321,BIOLOGICAL_REGION,0
9322,PSEUDO,3
9323,PROTEIN_CODING,2
9324,PSEUDO,3
9325,PROTEIN_CODING,2
9326,PSEUDO,3
9327,PSEUDO,3
9328,PSEUDO,3
9329,PSEUDO,3
9330,PSEUDO,3
9331,BIOLOGICAL_REGION,0
9332,ncRNA,4
9333,PSEUDO,3
9334,PSEUDO,3
9335,BIOLOGICAL_REGION,0
9336,PSEUDO,3
9337,PSEUDO,3
9338,PSEUDO,3
9339,BIOLOGICAL_REGION,0
9340,PSEUDO,3
9341,BIOLOGICAL_REGION,0
9342,BIOLOGICAL_REGION,0
9343,PSEUDO,3
9344,PROTEIN_CODING,2
9345,PSEUDO,3
9346,PSEUDO,3
9347,ncRNA,4
9348,PSEUDO,3
9349,BIOLOGICAL_REGION,0
9350,snoRNA,8
9351,PSEUDO,3
9352,BIOLOGICAL_REGION,0
9353,tRNA,9
9354,PSEUDO,3
9355,PSEUDO,3
9356,PSEUDO,3
9357,BIOLOGICAL_REGION,0
9358,BIOLOGICAL_REGION,0
9359,PSEUDO,3
9360,snoRNA,8
9361,ncRNA,4
9362,PSEUDO,3
9363,PSEUDO,3
9364,ncRNA,4
9365,BIOLOGICAL_REGION,0
9366,PSEUDO,3
9367,ncRNA,4
9368,ncRNA,4
9369,BIOLOGICAL_REGION,0
9370,ncRNA,4
9371,ncRNA,4
9372,rRNA,5
9373,BIOLOGICAL_REGION,0
9374,BIOLOGICAL_REGION,0
9375,BIOLOGICAL_REGION,0
9376,OTHER,1
9377,BIOLOGICAL_REGION,0
9378,PSEUDO,3
9379,PSEUDO,3
9380,PSEUDO,3
9381,BIOLOGICAL_REGION,0
9382,ncRNA,4
9383,BIOLOGICAL_REGION,0
9384,PSEUDO,3
9385,BIOLOGICAL_REGION,0
9386,ncRNA,4
9387,PSEUDO,3
9388,ncRNA,4
9389,PSEUDO,3
9390,ncRNA,4
9391,PSEUDO,3
9392,BIOLOGICAL_REGION,0
9393,PSEUDO,3
9394,BIOLOGICAL_REGION,0
9395,PSEUDO,3
9396,rRNA,5
9397,BIOLOGICAL_REGION,0
9398,BIOLOGICAL_REGION,0
9399,BIOLOGICAL_REGION,0
9400,ncRNA,4
9401,PSEUDO,3
9402,PROTEIN_CODING,2
9403,PSEUDO,3
9404,BIOLOGICAL_REGION,0
9405,BIOLOGICAL_REGION,0
9406,BIOLOGICAL_REGION,0
9407,BIOLOGICAL_REGION,0
9408,PSEUDO,3
9409,BIOLOGICAL_REGION,0
9410,BIOLOGICAL_REGION,0
9411,ncRNA,4
9412,PROTEIN_CODING,2
9413,BIOLOGICAL_REGION,0
9414,PSEUDO,3
9415,PSEUDO,3
9416,BIOLOGICAL_REGION,0
9417,ncRNA,4
9418,OTHER,1
9419,BIOLOGICAL_REGION,0
9420,PSEUDO,3
9421,PSEUDO,3
9422,BIOLOGICAL_REGION,0
9423,PSEUDO,3
9424,BIOLOGICAL_REGION,0
9425,PSEUDO,3
9426,PSEUDO,3
9427,BIOLOGICAL_REGION,0
9428,PROTEIN_CODING,2
9429,BIOLOGICAL_REGION,0
9430,PSEUDO,3
9431,BIOLOGICAL_REGION,0
9432,ncRNA,4
9433,ncRNA,4
9434,PSEUDO,3
9435,PSEUDO,3
9436,BIOLOGICAL_REGION,0
9437,PSEUDO,3
9438,BIOLOGICAL_REGION,0
9439,BIOLOGICAL_REGION,0
9440,PSEUDO,3
9441,PSEUDO,3
9442,PSEUDO,3
9443,PSEUDO,3
9444,ncRNA,4
9445,PSEUDO,3
9446,BIOLOGICAL_REGION,0
9447,BIOLOGICAL_REGION,0
9448,OTHER,1
9449,BIOLOGICAL_REGION,0
9450,BIOLOGICAL_REGION,0
9451,PSEUDO,3
9452,PSEUDO,3
9453,PSEUDO,3
9454,BIOLOGICAL_REGION,0
9455,BIOLOGICAL_REGION,0
9456,PSEUDO,3
9457,BIOLOGICAL_REGION,0
9458,BIOLOGICAL_REGION,0
9459,PSEUDO,3
9460,PSEUDO,3
9461,PSEUDO,3
9462,PROTEIN_CODING,2
9463,BIOLOGICAL_REGION,0
9464,ncRNA,4
9465,PSEUDO,3
9466,PSEUDO,3
9467,PSEUDO,3
9468,PROTEIN_CODING,2
9469,PSEUDO,3
9470,BIOLOGICAL_REGION,0
9471,PSEUDO,3
9472,BIOLOGICAL_REGION,0
9473,snoRNA,8
9474,tRNA,9
9475,BIOLOGICAL_REGION,0
9476,rRNA,5
9477,PSEUDO,3
9478,BIOLOGICAL_REGION,0
9479,PSEUDO,3
9480,PSEUDO,3
9481,PSEUDO,3
9482,PSEUDO,3
9483,BIOLOGICAL_REGION,0
9484,OTHER,1
9485,BIOLOGICAL_REGION,0
9486,PSEUDO,3
9487,PSEUDO,3
9488,PSEUDO,3
9489,PROTEIN_CODING,2
9490,BIOLOGICAL_REGION,0
9491,snRNA,7
9492,PSEUDO,3
9493,snoRNA,8
9494,BIOLOGICAL_REGION,0
9495,PSEUDO,3
9496,BIOLOGICAL_REGION,0
9497,snoRNA,8
9498,PSEUDO,3
9499,PSEUDO,3
9500,PSEUDO,3
9501,PSEUDO,3
9502,PSEUDO,3
9503,PROTEIN_CODING,2
9504,BIOLOGICAL_REGION,0
9505,PSEUDO,3
9506,snoRNA,8
9507,PSEUDO,3
9508,BIOLOGICAL_REGION,0
9509,PSEUDO,3
9510,ncRNA,4
9511,PSEUDO,3
9512,PSEUDO,3
9513,PSEUDO,3
9514,BIOLOGICAL_REGION,0
9515,PSEUDO,3
9516,PSEUDO,3
9517,PSEUDO,3
9518,PSEUDO,3
9519,snoRNA,8
9520,snoRNA,8
9521,PSEUDO,3
9522,PSEUDO,3
9523,rRNA,5
9524,PSEUDO,3
9525,PSEUDO,3
9526,BIOLOGICAL_REGION,0
9527,BIOLOGICAL_REGION,0
9528,PSEUDO,3
9529,BIOLOGICAL_REGION,0
9530,BIOLOGICAL_REGION,0
9531,BIOLOGICAL_REGION,0
9532,ncRNA,4
9533,PSEUDO,3
9534,ncRNA,4
9535,PSEUDO,3
9536,PSEUDO,3
9537,PSEUDO,3
9538,PSEUDO,3
9539,BIOLOGICAL_REGION,0
9540,snoRNA,8
9541,snoRNA,8
9542,BIOLOGICAL_REGION,0
9543,rRNA,5
9544,PSEUDO,3
9545,BIOLOGICAL_REGION,0
9546,BIOLOGICAL_REGION,0
9547,PSEUDO,3
9548,snoRNA,8
9549,BIOLOGICAL_REGION,0
9550,ncRNA,4
9551,PSEUDO,3
9552,ncRNA,4
9553,PSEUDO,3
9554,BIOLOGICAL_REGION,0
9555,ncRNA,4
9556,PSEUDO,3
9557,ncRNA,4
9558,ncRNA,4
9559,ncRNA,4
9560,BIOLOGICAL_REGION,0
9561,PSEUDO,3
9562,PSEUDO,3
9563,rRNA,5
9564,tRNA,9
9565,PSEUDO,3
9566,BIOLOGICAL_REGION,0
9567,BIOLOGICAL_REGION,0
9568,BIOLOGICAL_REGION,0
9569,BIOLOGICAL_REGION,0
9570,PSEUDO,3
9571,snRNA,7
9572,PSEUDO,3
9573,PSEUDO,3
9574,BIOLOGICAL_REGION,0
9575,PSEUDO,3
9576,PROTEIN_CODING,2
9577,BIOLOGICAL_REGION,0
9578,PSEUDO,3
9579,BIOLOGICAL_REGION,0
9580,BIOLOGICAL_REGION,0
9581,rRNA,5
9582,BIOLOGICAL_REGION,0
9583,BIOLOGICAL_REGION,0
9584,BIOLOGICAL_REGION,0
9585,BIOLOGICAL_REGION,0
9586,BIOLOGICAL_REGION,0
9587,BIOLOGICAL_REGION,0
9588,BIOLOGICAL_REGION,0
9589,BIOLOGICAL_REGION,0
9590,tRNA,9
9591,PSEUDO,3
9592,PSEUDO,3
9593,BIOLOGICAL_REGION,0
9594,PSEUDO,3
9595,BIOLOGICAL_REGION,0
9596,PSEUDO,3
9597,BIOLOGICAL_REGION,0
9598,ncRNA,4
9599,BIOLOGICAL_REGION,0
9600,ncRNA,4
9601,ncRNA,4
9602,PSEUDO,3
9603,PSEUDO,3
9604,tRNA,9
9605,PSEUDO,3
9606,PSEUDO,3
9607,BIOLOGICAL_REGION,0
9608,BIOLOGICAL_REGION,0
9609,tRNA,9
9610,PSEUDO,3
9611,BIOLOGICAL_REGION,0
9612,PSEUDO,3
9613,BIOLOGICAL_REGION,0
9614,PSEUDO,3
9615,BIOLOGICAL_REGION,0
9616,PSEUDO,3
9617,PSEUDO,3
9618,PSEUDO,3
9619,BIOLOGICAL_REGION,0
9620,PSEUDO,3
9621,BIOLOGICAL_REGION,0
9622,snoRNA,8
9623,ncRNA,4
9624,rRNA,5
9625,PSEUDO,3
9626,BIOLOGICAL_REGION,0
9627,PSEUDO,3
9628,PSEUDO,3
9629,BIOLOGICAL_REGION,0
9630,PSEUDO,3
9631,BIOLOGICAL_REGION,0
9632,tRNA,9
9633,BIOLOGICAL_REGION,0
9634,tRNA,9
9635,PSEUDO,3
9636,BIOLOGICAL_REGION,0
9637,ncRNA,4
9638,ncRNA,4
9639,BIOLOGICAL_REGION,0
9640,PSEUDO,3
9641,PSEUDO,3
9642,PSEUDO,3
9643,PSEUDO,3
9644,PROTEIN_CODING,2
9645,BIOLOGICAL_REGION,0
9646,PSEUDO,3
9647,PSEUDO,3
9648,PSEUDO,3
9649,ncRNA,4
9650,ncRNA,4
9651,BIOLOGICAL_REGION,0
9652,PSEUDO,3
9653,PSEUDO,3
9654,PSEUDO,3
9655,PROTEIN_CODING,2
9656,ncRNA,4
9657,ncRNA,4
9658,BIOLOGICAL_REGION,0
9659,PSEUDO,3
9660,BIOLOGICAL_REGION,0
9661,BIOLOGICAL_REGION,0
9662,PROTEIN_CODING,2
9663,PSEUDO,3
9664,PSEUDO,3
9665,PSEUDO,3
9666,PSEUDO,3
9667,BIOLOGICAL_REGION,0
9668,BIOLOGICAL_REGION,0
9669,PSEUDO,3
9670,PSEUDO,3
9671,BIOLOGICAL_REGION,0
9672,BIOLOGICAL_REGION,0
9673,BIOLOGICAL_REGION,0
9674,BIOLOGICAL_REGION,0
9675,PSEUDO,3
9676,ncRNA,4
9677,BIOLOGICAL_REGION,0
9678,PSEUDO,3
9679,snoRNA,8
9680,BIOLOGICAL_REGION,0
9681,PSEUDO,3
9682,snoRNA,8
9683,PSEUDO,3
9684,BIOLOGICAL_REGION,0
9685,PSEUDO,3
9686,BIOLOGICAL_REGION,0
9687,PSEUDO,3
9688,PSEUDO,3
9689,PSEUDO,3
9690,PSEUDO,3
9691,BIOLOGICAL_REGION,0
9692,BIOLOGICAL_REGION,0
9693,BIOLOGICAL_REGION,0
9694,PSEUDO,3
9695,PSEUDO,3
9696,PSEUDO,3
9697,PSEUDO,3
9698,BIOLOGICAL_REGION,0
9699,snoRNA,8
9700,ncRNA,4
9701,BIOLOGICAL_REGION,0
9702,BIOLOGICAL_REGION,0
9703,PSEUDO,3
9704,PSEUDO,3
9705,BIOLOGICAL_REGION,0
9706,PSEUDO,3
9707,PSEUDO,3
9708,PSEUDO,3
9709,PSEUDO,3
9710,BIOLOGICAL_REGION,0
9711,rRNA,5
9712,BIOLOGICAL_REGION,0
9713,PSEUDO,3
9714,PSEUDO,3
9715,PROTEIN_CODING,2
9716,ncRNA,4
9717,PSEUDO,3
9718,BIOLOGICAL_REGION,0
9719,snoRNA,8
9720,PSEUDO,3
9721,BIOLOGICAL_REGION,0
9722,PSEUDO,3
9723,PSEUDO,3
9724,BIOLOGICAL_REGION,0
9725,tRNA,9
9726,PROTEIN_CODING,2
9727,tRNA,9
9728,rRNA,5
9729,snoRNA,8
9730,BIOLOGICAL_REGION,0
9731,ncRNA,4
9732,BIOLOGICAL_REGION,0
9733,ncRNA,4
9734,BIOLOGICAL_REGION,0
9735,PSEUDO,3
9736,PSEUDO,3
9737,rRNA,5
9738,PSEUDO,3
9739,PSEUDO,3
9740,PSEUDO,3
9741,OTHER,1
9742,PSEUDO,3
9743,BIOLOGICAL_REGION,0
9744,PSEUDO,3
9745,PSEUDO,3
9746,snRNA,7
9747,PSEUDO,3
9748,PSEUDO,3
9749,PSEUDO,3
9750,PSEUDO,3
9751,ncRNA,4
9752,ncRNA,4
9753,BIOLOGICAL_REGION,0
9754,ncRNA,4
9755,snoRNA,8
9756,PSEUDO,3
9757,BIOLOGICAL_REGION,0
9758,BIOLOGICAL_REGION,0
9759,BIOLOGICAL_REGION,0
9760,ncRNA,4
9761,PSEUDO,3
9762,BIOLOGICAL_REGION,0
9763,BIOLOGICAL_REGION,0
9764,BIOLOGICAL_REGION,0
9765,rRNA,5
9766,PSEUDO,3
9767,snoRNA,8
9768,PSEUDO,3
9769,PSEUDO,3
9770,PSEUDO,3
9771,PSEUDO,3
9772,PSEUDO,3
9773,BIOLOGICAL_REGION,0
9774,BIOLOGICAL_REGION,0
9775,BIOLOGICAL_REGION,0
9776,BIOLOGICAL_REGION,0
9777,tRNA,9
9778,PSEUDO,3
9779,BIOLOGICAL_REGION,0
9780,OTHER,1
9781,PSEUDO,3
9782,BIOLOGICAL_REGION,0
9783,BIOLOGICAL_REGION,0
9784,snoRNA,8
9785,BIOLOGICAL_REGION,0
9786,BIOLOGICAL_REGION,0
9787,PSEUDO,3
9788,ncRNA,4
9789,BIOLOGICAL_REGION,0
9790,BIOLOGICAL_REGION,0
9791,ncRNA,4
9792,PSEUDO,3
9793,BIOLOGICAL_REGION,0
9794,PSEUDO,3
9795,BIOLOGICAL_REGION,0
9796,PSEUDO,3
9797,BIOLOGICAL_REGION,0
9798,PSEUDO,3
9799,PSEUDO,3
9800,PSEUDO,3
9801,PSEUDO,3
9802,PSEUDO,3
9803,PSEUDO,3
9804,PSEUDO,3
9805,ncRNA,4
9806,PSEUDO,3
9807,BIOLOGICAL_REGION,0
9808,PSEUDO,3
9809,BIOLOGICAL_REGION,0
9810,BIOLOGICAL_REGION,0
9811,BIOLOGICAL_REGION,0
9812,BIOLOGICAL_REGION,0
9813,ncRNA,4
9814,ncRNA,4
9815,ncRNA,4
9816,PSEUDO,3
9817,PSEUDO,3
9818,PSEUDO,3
9819,BIOLOGICAL_REGION,0
9820,PSEUDO,3
9821,snoRNA,8
9822,PSEUDO,3
9823,PSEUDO,3
9824,PSEUDO,3
9825,ncRNA,4
9826,snoRNA,8
9827,BIOLOGICAL_REGION,0
9828,PSEUDO,3
9829,ncRNA,4
9830,ncRNA,4
9831,BIOLOGICAL_REGION,0
9832,BIOLOGICAL_REGION,0
9833,BIOLOGICAL_REGION,0
9834,ncRNA,4
9835,PSEUDO,3
9836,PSEUDO,3
9837,PSEUDO,3
9838,snoRNA,8
9839,PSEUDO,3
9840,ncRNA,4
9841,BIOLOGICAL_REGION,0
9842,PSEUDO,3
9843,tRNA,9
9844,tRNA,9
9845,PSEUDO,3
9846,PSEUDO,3
9847,PSEUDO,3
9848,PSEUDO,3
9849,PSEUDO,3
9850,snoRNA,8
9851,PSEUDO,3
9852,PSEUDO,3
9853,PSEUDO,3
9854,OTHER,1
9855,BIOLOGICAL_REGION,0
9856,ncRNA,4
9857,ncRNA,4
9858,BIOLOGICAL_REGION,0
9859,BIOLOGICAL_REGION,0
9860,snoRNA,8
9861,PSEUDO,3
9862,ncRNA,4
9863,PSEUDO,3
9864,PSEUDO,3
9865,PROTEIN_CODING,2
9866,PROTEIN_CODING,2
9867,BIOLOGICAL_REGION,0
9868,ncRNA,4
9869,PSEUDO,3
9870,PSEUDO,3
9871,tRNA,9
9872,BIOLOGICAL_REGION,0
9873,BIOLOGICAL_REGION,0
9874,BIOLOGICAL_REGION,0
9875,PSEUDO,3
9876,ncRNA,4
9877,PSEUDO,3
9878,ncRNA,4
9879,PSEUDO,3
9880,ncRNA,4
9881,BIOLOGICAL_REGION,0
9882,tRNA,9
9883,PSEUDO,3
9884,BIOLOGICAL_REGION,0
9885,PSEUDO,3
9886,PSEUDO,3
9887,BIOLOGICAL_REGION,0
9888,snoRNA,8
9889,BIOLOGICAL_REGION,0
9890,ncRNA,4
9891,PSEUDO,3
9892,tRNA,9
9893,ncRNA,4
9894,PSEUDO,3
9895,BIOLOGICAL_REGION,0
9896,snRNA,7
9897,BIOLOGICAL_REGION,0
9898,ncRNA,4
9899,BIOLOGICAL_REGION,0
9900,BIOLOGICAL_REGION,0
9901,PSEUDO,3
9902,BIOLOGICAL_REGION,0
9903,OTHER,1
9904,PSEUDO,3
9905,BIOLOGICAL_REGION,0
9906,PSEUDO,3
9907,BIOLOGICAL_REGION,0
9908,ncRNA,4
9909,BIOLOGICAL_REGION,0
9910,snRNA,7
9911,PSEUDO,3
9912,PSEUDO,3
9913,BIOLOGICAL_REGION,0
9914,BIOLOGICAL_REGION,0
9915,PSEUDO,3
9916,ncRNA,4
9917,ncRNA,4
9918,BIOLOGICAL_REGION,0
9919,BIOLOGICAL_REGION,0
9920,BIOLOGICAL_REGION,0
9921,PSEUDO,3
9922,BIOLOGICAL_REGION,0
9923,BIOLOGICAL_REGION,0
9924,ncRNA,4
9925,BIOLOGICAL_REGION,0
9926,OTHER,1
9927,ncRNA,4
9928,PSEUDO,3
9929,BIOLOGICAL_REGION,0
9930,tRNA,9
9931,PSEUDO,3
9932,PSEUDO,3
9933,BIOLOGICAL_REGION,0
9934,BIOLOGICAL_REGION,0
9935,snoRNA,8
9936,rRNA,5
9937,PSEUDO,3
9938,PSEUDO,3
9939,PSEUDO,3
9940,PSEUDO,3
9941,BIOLOGICAL_REGION,0
9942,PSEUDO,3
9943,ncRNA,4
9944,PSEUDO,3
9945,PSEUDO,3
9946,PSEUDO,3
9947,ncRNA,4
9948,snoRNA,8
9949,PSEUDO,3
9950,ncRNA,4
9951,PSEUDO,3
9952,BIOLOGICAL_REGION,0
9953,BIOLOGICAL_REGION,0
9954,PSEUDO,3
9955,PSEUDO,3
9956,ncRNA,4
9957,snoRNA,8
9958,PSEUDO,3
9959,BIOLOGICAL_REGION,0
9960,PSEUDO,3
9961,PSEUDO,3
9962,PSEUDO,3
9963,PSEUDO,3
9964,BIOLOGICAL_REGION,0
9965,PSEUDO,3
9966,PSEUDO,3
9967,BIOLOGICAL_REGION,0
9968,BIOLOGICAL_REGION,0
9969,ncRNA,4
9970,BIOLOGICAL_REGION,0
9971,PSEUDO,3
9972,rRNA,5
9973,PSEUDO,3
9974,snoRNA,8
9975,PSEUDO,3
9976,ncRNA,4
9977,BIOLOGICAL_REGION,0
9978,BIOLOGICAL_REGION,0
9979,ncRNA,4
9980,BIOLOGICAL_REGION,0
9981,ncRNA,4
9982,tRNA,9
9983,ncRNA,4
9984,PSEUDO,3
9985,PSEUDO,3
9986,PSEUDO,3
9987,PSEUDO,3
9988,BIOLOGICAL_REGION,0
9989,OTHER,1
9990,BIOLOGICAL_REGION,0
9991,PSEUDO,3
9992,PSEUDO,3
9993,PSEUDO,3
9994,PSEUDO,3
9995,BIOLOGICAL_REGION,0
9996,PSEUDO,3
9997,snoRNA,8
9998,PSEUDO,3
9999,snoRNA,8
10000,PSEUDO,3
10001,PSEUDO,3
10002,BIOLOGICAL_REGION,0
10003,BIOLOGICAL_REGION,0
10004,PSEUDO,3
10005,BIOLOGICAL_REGION,0
10006,BIOLOGICAL_REGION,0
10007,PSEUDO,3
10008,snoRNA,8
10009,snoRNA,8
10010,PSEUDO,3
10011,BIOLOGICAL_REGION,0
10012,PSEUDO,3
10013,ncRNA,4
10014,PSEUDO,3
10015,PSEUDO,3
10016,PSEUDO,3
10017,PSEUDO,3
10018,BIOLOGICAL_REGION,0
10019,ncRNA,4
10020,PSEUDO,3
10021,ncRNA,4
10022,ncRNA,4
10023,ncRNA,4
10024,ncRNA,4
10025,PSEUDO,3
10026,PSEUDO,3
10027,PSEUDO,3
10028,OTHER,1
10029,snoRNA,8
10030,BIOLOGICAL_REGION,0
10031,BIOLOGICAL_REGION,0
10032,PSEUDO,3
10033,ncRNA,4
10034,PSEUDO,3
10035,BIOLOGICAL_REGION,0
10036,tRNA,9
10037,OTHER,1
10038,PSEUDO,3
10039,BIOLOGICAL_REGION,0
10040,PSEUDO,3
10041,snoRNA,8
10042,PSEUDO,3
10043,ncRNA,4
10044,PSEUDO,3
10045,BIOLOGICAL_REGION,0
10046,PSEUDO,3
10047,BIOLOGICAL_REGION,0
10048,ncRNA,4
10049,BIOLOGICAL_REGION,0
10050,ncRNA,4
10051,PSEUDO,3
10052,PSEUDO,3
10053,PSEUDO,3
10054,BIOLOGICAL_REGION,0
10055,BIOLOGICAL_REGION,0
10056,PSEUDO,3
10057,BIOLOGICAL_REGION,0
10058,BIOLOGICAL_REGION,0
10059,BIOLOGICAL_REGION,0
10060,PSEUDO,3
10061,PSEUDO,3
10062,PSEUDO,3
10063,BIOLOGICAL_REGION,0
10064,BIOLOGICAL_REGION,0
10065,PSEUDO,3
10066,BIOLOGICAL_REGION,0
10067,PSEUDO,3
10068,snoRNA,8
10069,BIOLOGICAL_REGION,0
10070,PSEUDO,3
10071,BIOLOGICAL_REGION,0
10072,PROTEIN_CODING,2
10073,ncRNA,4
10074,PSEUDO,3
10075,ncRNA,4
10076,BIOLOGICAL_REGION,0
10077,PSEUDO,3
10078,ncRNA,4
10079,PSEUDO,3
10080,PSEUDO,3
10081,BIOLOGICAL_REGION,0
10082,PSEUDO,3
10083,BIOLOGICAL_REGION,0
10084,PSEUDO,3
10085,snoRNA,8
10086,ncRNA,4
10087,PSEUDO,3
10088,PROTEIN_CODING,2
10089,PSEUDO,3
10090,BIOLOGICAL_REGION,0
10091,PSEUDO,3
10092,BIOLOGICAL_REGION,0
10093,BIOLOGICAL_REGION,0
10094,BIOLOGICAL_REGION,0
10095,PSEUDO,3
10096,PSEUDO,3
10097,rRNA,5
10098,PSEUDO,3
10099,PSEUDO,3
10100,snoRNA,8
10101,BIOLOGICAL_REGION,0
10102,PSEUDO,3
10103,ncRNA,4
10104,BIOLOGICAL_REGION,0
10105,PSEUDO,3
10106,BIOLOGICAL_REGION,0
10107,BIOLOGICAL_REGION,0
10108,PSEUDO,3
10109,BIOLOGICAL_REGION,0
10110,PSEUDO,3
10111,BIOLOGICAL_REGION,0
10112,BIOLOGICAL_REGION,0
10113,PSEUDO,3
10114,PSEUDO,3
10115,PSEUDO,3
10116,PSEUDO,3
10117,BIOLOGICAL_REGION,0
10118,ncRNA,4
10119,ncRNA,4
10120,PSEUDO,3
10121,ncRNA,4
10122,BIOLOGICAL_REGION,0
10123,snoRNA,8
10124,tRNA,9
10125,ncRNA,4
10126,BIOLOGICAL_REGION,0
10127,PSEUDO,3
10128,PSEUDO,3
10129,rRNA,5
10130,snoRNA,8
10131,PSEUDO,3
10132,BIOLOGICAL_REGION,0
10133,PSEUDO,3
10134,PSEUDO,3
10135,PSEUDO,3
10136,BIOLOGICAL_REGION,0
10137,PSEUDO,3
10138,BIOLOGICAL_REGION,0
10139,PSEUDO,3
10140,BIOLOGICAL_REGION,0
10141,BIOLOGICAL_REGION,0
10142,BIOLOGICAL_REGION,0
10143,PSEUDO,3
10144,ncRNA,4
10145,rRNA,5
10146,PSEUDO,3
10147,BIOLOGICAL_REGION,0
10148,PSEUDO,3
10149,ncRNA,4
10150,PSEUDO,3
10151,ncRNA,4
10152,snoRNA,8
10153,tRNA,9
10154,PSEUDO,3
10155,tRNA,9
10156,PSEUDO,3
10157,PSEUDO,3
10158,PSEUDO,3
10159,PSEUDO,3
10160,BIOLOGICAL_REGION,0
10161,BIOLOGICAL_REGION,0
10162,PSEUDO,3
10163,PSEUDO,3
10164,BIOLOGICAL_REGION,0
10165,BIOLOGICAL_REGION,0
10166,rRNA,5
10167,PSEUDO,3
10168,ncRNA,4
10169,BIOLOGICAL_REGION,0
10170,PSEUDO,3
10171,snRNA,7
10172,BIOLOGICAL_REGION,0
10173,PSEUDO,3
10174,snoRNA,8
10175,snoRNA,8
10176,PSEUDO,3
10177,tRNA,9
10178,ncRNA,4
10179,snoRNA,8
10180,BIOLOGICAL_REGION,0
10181,PSEUDO,3
10182,ncRNA,4
10183,tRNA,9
10184,PSEUDO,3
10185,PROTEIN_CODING,2
10186,PSEUDO,3
10187,PSEUDO,3
10188,BIOLOGICAL_REGION,0
10189,PSEUDO,3
10190,PSEUDO,3
10191,ncRNA,4
10192,PSEUDO,3
10193,ncRNA,4
10194,PSEUDO,3
10195,snoRNA,8
10196,BIOLOGICAL_REGION,0
10197,PSEUDO,3
10198,PROTEIN_CODING,2
10199,ncRNA,4
10200,BIOLOGICAL_REGION,0
10201,PSEUDO,3
10202,PSEUDO,3
10203,BIOLOGICAL_REGION,0
10204,BIOLOGICAL_REGION,0
10205,OTHER,1
10206,ncRNA,4
10207,PSEUDO,3
10208,PSEUDO,3
10209,ncRNA,4
10210,snoRNA,8
10211,PSEUDO,3
10212,PSEUDO,3
10213,BIOLOGICAL_REGION,0
10214,ncRNA,4
10215,PSEUDO,3
10216,PSEUDO,3
10217,PSEUDO,3
10218,BIOLOGICAL_REGION,0
10219,BIOLOGICAL_REGION,0
10220,ncRNA,4
10221,ncRNA,4
10222,PROTEIN_CODING,2
10223,PSEUDO,3
10224,PSEUDO,3
10225,PSEUDO,3
10226,PSEUDO,3
10227,PSEUDO,3
10228,BIOLOGICAL_REGION,0
10229,PSEUDO,3
10230,PSEUDO,3
10231,PSEUDO,3
10232,BIOLOGICAL_REGION,0
10233,PSEUDO,3
10234,BIOLOGICAL_REGION,0
10235,BIOLOGICAL_REGION,0
10236,PSEUDO,3
10237,PSEUDO,3
10238,PSEUDO,3
10239,BIOLOGICAL_REGION,0
10240,PSEUDO,3
10241,BIOLOGICAL_REGION,0
10242,BIOLOGICAL_REGION,0
10243,PSEUDO,3
10244,PSEUDO,3
10245,PSEUDO,3
10246,BIOLOGICAL_REGION,0
10247,snoRNA,8
10248,snoRNA,8
10249,snoRNA,8
10250,PSEUDO,3
10251,PSEUDO,3
10252,PSEUDO,3
10253,BIOLOGICAL_REGION,0
10254,PSEUDO,3
